Date,EMA12,EMA26,EMA50,EMA200,EMA12_26_diff,EMA12_50_diff,EMA50_200_diff,Stoch_%K,Stoch_%D,Williams_%R,CCI,OBV,CMF,Supertrend_Direction,ADX,Donchian_High_20,Donchian_Low_20,SAR,ADL,lag1_Close,lag2_Close,lag3_Close,MA5,MA9,MA10,MA20,MA21,MA50,Zscore_Close_MA20,MA20_Slope,Price_to_MA5,Price_to_MA10,Price_to_MA20,MA9_MA21_Ratio,Returns_1d,Returns_2d,Returns_3d,Returns_5d,Returns_10d,Volatility_5d,Volatility_10d,Volatility_20d,prev_close,TR,ATR,ATR_14,ATR_ratio,ATR_20d_quantile,High_Vol_Flag,BB_middle,BB_std,BB_upper,BB_lower,BB_position,BB_Width,BB_squeeze,RSI,RSI_oversold,RSI_overbought,MACD,Signal_Line,MACD_histogram,MACD_bullish,MACD_Signal_crossover,MA9_21_crossover,Volume_MA_5,Volume_MA_20,Volume_ratio,Volume_trend,Higher_high,Lower_low,Gap_up,Gap_down,Momentum_5,Momentum_10,TSLA_to_Sector,Sector_Return,Sector_MA50,Sector_Momentum_5,Relative_Momentum_Sector,TSLA_to_SPY,SPY_Return,SPY_MA50,SPY_Momentum_5,Relative_Momentum_SPY,High_20d,Low_20d,Near_20d_high,Near_20d_low,Day_of_week,Month,Is_month_end,Is_friday,Is_monday,Bull_market,Price_to_MA_20,Trend_strength,Close_to_High,Close_to_Low,High_Low_ratio,Body_size,Upper_shadow,Lower_shadow,RSI_Momentum_5,RSI_Momentum_10,MACD_RSI_Interaction,MACD_Signal_Gap,Volatility_Returns,BBWidth_to_MA,Volatility_Shadow,MA9_21_Combo,MA9_Momentum,BB_Squeeze_MA20,Friday_Momentum,Monday_GapUp,Month_MA_ratio,Volume_Momentum,Volume_Volatility,Volume_Shadow,NearHigh_Momentum,NearLow_GapDown,ResistanceBreakout,Bull_RSI,HighVol_GapUp,Oversold_Body,ATR_vs_BodySize,Supertrend_EMA_Confirm,Supertrend_EMA_Agree,Supertrend_RSI_Bull,Supertrend_RSI_Bear,Supertrend_RSI_Confirm,Trend_Duration,Supertrend_Vol_Adj,Monday_Supertrend,Friday_Supertrend,Month_Supertrend,Supertrend_Breakout_High,Supertrend_Bounce_Low,Supertrend_Break_Score,Signal_Strength,RSI_Price_Divergence,Trend_Pattern_Strength,Close
2023-09-05 04:00:00,245.4759140313102,239.6696061955691,236.15465272129165,232.6194720121939,5.806307835741109,9.321261310018542,3.5351807090977445,,,,,464032836.0,,1.0,,,,242.01,308301162.4224581,245.01,258.08,256.9,254.73200000000003,246.4411111111111,245.11599999999999,,,,,,0.006901370852503641,0.04640251962336217,,,0.04685523039875927,-0.0061608803471790985,-0.001595951732191403,0.07398877815928318,0.10900207540643381,0.04878347944218993,0.03653234887376852,,245.01,13.139999999999986,,,,,0,,,,,,,,,0,0,,,,0,0,0,125381788.6,,,,0,0,0,0,0.07398877815928318,0.10900207540643381,1.5106307791978328,0.0007072552602109816,,0.0270384708444229,0.04695030731486027,0.570942035437628,-0.004321904297524326,,0.014635468425332032,0.05935330973395114,,,0,0,1,9,0,0,0,0,,,0.9941472868217055,1.047496528628604,1.0536633178142611,0.04689795918367351,0.005887169090412846,0.0005458302467931941,,,,,-7.785607851808671e-05,,0.00021507211508982858,,0.000510623997000835,,0.0,0,,,,,0.0,0,0.0,,0,0.0,,1.0,1,False,False,0,11.0,,0.0,0.0,0.0,False,False,,0.2,False,0.21479775563185666,256.49
2023-09-06 04:00:00,246.4673118726471,240.5770427736751,236.77290163418218,232.81151706679896,5.890269098971999,9.694410238464911,3.96138456738322,,,,,347073077.0,,1.0,,,,258.0,346683890.69023746,256.49,245.01,258.08,253.67999999999998,248.11444444444447,246.98900000000003,,,,,,-0.00693787448754335,0.019964451858179633,,,-0.01781745877032248,0.028202930492633005,-0.02386856788592684,-0.020452601290924743,0.08032076847206127,0.0354766245100406,0.037662356481928595,,256.49,11.430000000000007,,,,,0,,,,,,,,,0,0,,,,0,0,0,121964219.8,,,,0,0,0,0,-0.020452601290924743,0.08032076847206127,1.4970287615878297,-0.00889333883031973,,-0.0069046916494540644,-0.013547909641470679,0.5645645645645645,-0.006722464606891632,,-0.006545551696500174,-0.01390704959442457,,,0,0,2,9,0,0,0,0,,,0.9864129370766279,1.027993144536032,1.0421529421366196,0.01260117192858684,0.0010122261035249106,0.027230866941886256,,,,,-0.00084677622048144,,3.8122820351268746e-05,,0.00014189758070020294,,-0.0,0,,,,,0.0,0,-0.0,,0,0.0,,1.0,1,False,False,0,12.0,,0.0,0.0,0.0,False,False,,0.2,False,0.20409052025818497,251.92
2023-09-07 04:00:00,247.24003312300908,241.3854099756251,237.3500427465672,232.9973726183731,5.85462314738399,9.889990376441887,4.352670128194092,,,,,231760191.0,,1.0,,,,245.06,430103008.3247749,251.92,256.49,245.01,252.598,250.49777777777777,248.452,,,,,,-0.00438641636117465,0.012227714005119683,,,-0.0017068910765321021,-0.019493937385473115,0.026447900085710963,-0.021058777734526912,0.0617664443130963,0.0354666729301319,0.03768794739713712,,251.92,9.545000000000016,,,,,0,,,,,,,,,0,0,,,,0,0,0,120629109.6,,,,0,0,0,1,-0.021058777734526912,0.0617664443130963,1.4903111111111111,0.0027929641074400102,,-0.008402867552003812,-0.0126559101825231,0.5653366303248286,-0.003070234413518058,,-0.013658233742045556,-0.0074005439924813565,,,0,0,3,9,0,0,0,0,,,0.9947786875519165,1.0338108646948803,1.0392370460197728,0.02619659689068436,0.005248717642848595,0.007177223746471059,,,,,0.0009380190220287182,,0.00019781339442610338,,9.237256720106928e-05,,-0.0,0,,,,,0.0,0,-0.0,,0,0.0,,1.0,1,False,False,0,13.0,,0.0,0.0,0.0,False,False,,0.2,False,0.2042117555469054,251.49
2023-09-08 04:00:00,247.4338741810077,241.9124166440973,237.78729597219203,233.1516276171953,5.52145753691039,9.646578208815669,4.635668354996739,68.76847290623454,,-31.231527093519155,,113200556.0,,1.0,,,,252.81,355597004.19862807,251.49,251.92,256.49,250.68200000000002,251.59888888888887,250.298,,,,,,-0.008704254792924915,-0.00718343734268756,,,-0.011889140721301095,-0.01357573832962844,-0.03115131194198606,-0.037120272783632946,0.08024691358024705,0.03526345749640782,0.036274622204213264,,251.49,9.849999999999994,,,,,0,,,,,,,,61.70791405920055,0,0,,,,0,0,0,122568697.0,,,,0,0,0,0,-0.037120272783632946,0.08024691358024705,1.4725925925925927,0.0,,-0.011481459785601333,-0.025638812998031613,0.5577751840545879,0.0015061256603348117,,-0.010724991673143225,-0.02639528111048972,,,0,0,4,9,0,1,0,0,,,0.9687353812568221,1.0074188186646127,1.0399318928122592,0.010827163442401078,0.02132796780684098,0.007364185110664034,-2.290614602786503,4.951869646725978,,,-0.001098502964623567,,0.0007736639745767795,,0.0003231043122916173,,-0.037120272783632946,0,,,,,0.0,0,-0.0,0.0,0,0.0,,1.0,1,True,False,1,14.0,,0.0,1.0,0.0,False,False,,0.4,False,0.41484810911345316,248.5
2023-09-11 04:00:00,251.4563550762373,244.25816355934936,239.19093142426294,233.55389997921327,7.198191516887931,12.265423651974345,5.637031445049672,97.278759971422,,-2.721240028363714,,287868408.0,,1.0,,,,252.6872,499109214.0571699,248.5,251.49,251.92,256.396,255.4611111111111,253.79699999999997,,,,,,0.06702132638574687,0.07794812389429362,,,0.10092555331991937,0.08783649449282271,0.08597967608764678,0.11660748540875887,0.1466532545370718,0.050335965091788344,0.04616191742617451,,248.5,26.350000000000023,12.345307142857143,12.345307142857143,0.04512503524693744,,0,,,,,,,,71.44595416649739,0,1,,,,0,0,0,130993939.4,,,,1,0,1,0,0.11660748540875887,0.1466532545370718,1.5787408390559179,0.026903703703703652,,0.02133553368303187,0.095271951725727,0.6100568625264801,0.006576584665110463,,-0.006072829628316234,0.1226803150370751,,,0,0,0,9,0,0,1,0,,,0.9953792977987992,1.049767852346418,1.0546410344959902,0.03522912173156243,0.004642152204108629,0.013378170918926707,8.3311330579847,10.477781702023305,,,0.004327869974151057,,0.00021429064672579654,,0.007815188338601644,,0.0,1,,,,,0.0,0,0.0,0.0,0,0.0,1.2808651525751107,1.0,1,True,False,1,15.0,,1.0,0.0,0.0,False,False,,0.4,False,0.44664299416350356,273.58
2023-09-12 04:00:00,253.92153121835463,245.97829959199015,240.30030666252713,233.89147311374848,7.943231626364479,13.621224555827496,6.408833548778659,78.27121742907624,81.4394834355776,-21.728782570724587,,151868542.0,,1.0,,,,253.573712,383411278.8605261,273.58,248.5,251.49,258.594,256.60555555555555,256.66299999999995,,,,,,0.03436274623541169,0.04214475791212635,,,-0.02229695153154454,0.07637826961770622,0.06358105690087079,0.04284767437326997,0.1200066996063982,0.051717973172521435,0.04749809504641475,,273.58,11.789999999999964,12.38245,12.38245,0.04629299386870046,,0,,,,,,,,66.67639334604273,0,0,,,,0,0,0,132299999.6,,,,1,0,0,0,0.04284767437326997,0.1200066996063982,1.557651991614256,-0.009059957297016474,,0.011366982743388876,0.0314806916298811,0.5997443888876433,-0.005485561378079984,,-0.007234440388211194,0.05008211476148117,,,0,0,1,9,0,0,0,0,,,0.9608103739358456,1.0033008252063016,1.044223555888972,0.012114049342591124,0.028525497233437995,0.0032899656049050225,2.8569283904753036,8.001613907116598,,,0.0032882833950797943,,0.001354906778840079,,0.0014723637612662286,,0.0,0,,,,,0.0,0,0.0,0.0,0,0.0,3.82111476062709,1.0,1,True,False,1,16.0,,0.0,0.0,0.0,False,False,,0.4,False,0.41713906974930803,267.48
2023-09-13 04:00:00,256.5951418001462,247.8539811036946,241.5159809110555,234.2636972618704,8.74116069645163,15.07916088909073,7.252283649185102,85.87927878747844,87.14308539599223,-14.120721212322385,,263542279.0,,1.0,,,,255.06268928,375620087.9071507,267.48,273.58,248.5,262.46999999999997,258.2055555555555,258.075,,,,,,0.03364194003124177,0.05124479318027708,,,0.014281441603110512,-0.008333942539659245,0.09175050301810872,0.07692918386789471,0.05490318065168376,0.04942975721166714,0.041841678457159664,,267.48,7.5,12.226021428571428,12.226021428571428,0.04506458322363224,,0,,,,,,,,66.72494172403444,0,0,,,,0,0,0,131242795.2,,,,0,0,0,0,0.07692918386789471,0.05490318065168376,1.5674832447423157,0.00791986955508972,,0.02852388875683398,0.04840529511106073,0.6076011735459452,0.0011659454247852086,,0.0006499036349780773,0.07627928023291664,,,0,0,2,9,0,0,0,0,,,0.9866172085242563,1.0119358448340172,1.0256620663931368,0.004554374791720732,0.01356431994102472,0.007261334316254959,5.133095310462805,3.6634115294477336,,,0.004535205088233447,,0.0005675539134623953,,0.0025880469903360854,,0.0,0,,,,,0.0,0,0.0,0.0,0,0.0,9.892618123438686,1.0,1,True,False,1,17.0,,0.0,0.0,0.0,False,False,,0.4,False,0.4307716735471579,271.3
2023-09-14 04:00:00,259.58665844627757,249.94183435527276,242.86986401258272,234.6793818662299,9.644824091004807,16.716794433694844,8.19048214635282,95.10824313052649,86.4195797823604,-4.89175686926535,,371252121.0,,1.0,,,,256.4623279232,460402156.75262445,271.3,267.48,273.58,267.38,260.2011111111111,259.989,,,,,,0.032388361133966814,0.061737227344234036,,,0.01747143383708072,0.03200239270225813,0.008991885371737895,0.09761819555449525,0.07450369793694067,0.04846012673342208,0.041897927903796824,,271.3,6.2894000000000005,11.908128571428573,11.908128571428573,0.04313914132527377,,0,,,,,,,,72.79936558186044,0,1,,,,0,0,0,129722186.4,,,,0,0,0,0,0.09761819555449525,0.07450369793694067,1.5793569058244652,0.009822047608042395,,0.035733333333333395,0.06188486222116185,0.6129318767208456,0.008622427269266097,,0.012386197594694837,0.08523199795980041,,,0,0,3,9,0,0,0,0,,,0.9975808555835111,1.0207824865024777,1.0232578951261002,0.017396432257113473,0.0024250108679901316,0.0032603970439065975,7.1065427056132435,5.423821943311846,,,0.0004357479046868225,,0.00010160293051297428,,0.003161693370865186,,0.0,0,,,,,0.0,0,0.0,0.0,0,0.0,2.47962691779616,1.0,1,True,False,1,18.0,,0.0,0.0,0.0,False,False,,0.4,False,0.4390472782217981,276.04
2023-09-15 04:00:00,261.8640956083887,251.7528095882155,244.10594777679518,235.07451239492414,10.111286020173196,17.758147831593533,9.031435381871034,89.47971579168116,90.15574590322869,-10.520284208089638,,237559808.0,,1.0,,,,257.777988247808,440298049.5348306,276.04,271.3,267.48,272.558,263.46555555555557,261.62,,,,,,0.006721505147528228,0.0488112529623117,,,-0.005977394580495732,0.011389605602653896,0.025833707193060995,0.10418511066398395,0.06319745815251077,0.04756053691447459,0.04212552077069078,,276.04,7.980000000000018,11.838128571428573,11.838128571428573,0.04314344025448658,,0,,,,,,,,69.0466056597503,0,0,,,,0,0,0,132748722.0,,,,1,0,0,0,0.10418511066398395,0.06319745815251077,1.597240817276908,-0.01710722050577873,,0.018014814814814706,0.08617029584916924,0.6188736269932562,-0.01552091660005328,,-0.0048258215119409975,0.10901093217592495,,,0,0,4,9,0,1,0,0,,,0.9835472076851386,1.012509225092251,1.0294464944649446,0.0113853359755,0.0052115601880535255,0.012354677648602305,7.1936282516335455,4.363569971754982,,,0.001228664984593305,,0.00021953968694955395,,0.0007002807576237662,,0.10418511066398395,0,,,,,0.0,0,0.0,0.0,0,0.0,3.789053857827347,1.0,1,True,False,1,19.0,,0.0,1.0,0.0,False,False,,0.4,False,0.4416740442655936,274.39
2023-09-18 04:00:00,262.38961936094427,252.75482369279214,244.93630276594047,235.37506451039755,9.634795668152123,17.4533165950038,9.561238255542918,66.75564183434409,83.78120025218392,-33.244358165413246,77.85722539692148,136016503.0,0.1563009202726798,1.0,,278.98,220.58,259.47414918798336,378946848.4092464,274.39,276.04,271.3,270.898,264.4422222222222,263.64700000000005,253.121,,,,,-0.020738432915710203,0.006193888039689233,0.04803631464793501,,-0.033200918400816404,-0.038979857991595646,-0.02218945816439377,-0.030338475034724754,0.08273131708909842,0.022179443006857844,0.039772642496615086,,274.39,10.629899999999964,11.952407142857142,11.952407142857142,0.04505581703429261,,0,253.121,15.08878597188201,283.29857194376405,222.943428056236,0.7014575596515564,60.355143887528044,0.05961096065471458,62.86214271740221,0,0,,,,0,0,0,118123812.6,121223486.0,0.8376537282552656,0.9744300918718011,0,0,0,0,-0.030338475034724754,0.08273131708909842,1.5639665133828555,-0.012631701496012449,,-0.021178371515955807,-0.009160103518768947,0.597975790636341,0.0005864176647043529,,-0.01074813245623818,-0.019590342578486575,278.98,220.58,0,0,0,9,0,0,1,0,0.04803631464793501,0.04803631464793501,0.9773062186855289,1.005762433362741,1.0291169892641077,0.021684614249889555,0.00105548854041003,0.005729417973461815,-1.9071415474612115,5.200667862053561,,,-0.0004921498227102282,1256.42210289793,4.197956837700219e-05,,0.0006291724292725881,0.0028634908624755435,-0.0,0,,-0.02541313672241649,0.01857869312531965,0.005683402237208188,0.0,0,-0.0,0.0,0,0.0,2.077682306578984,1.0,1,True,False,1,20.0,,1.0,0.0,0.0,False,False,0.04803631464793503,0.6,False,0.6182030850208349,265.28
